codigo,distrito,departamento,municipio,establecimiento,direccion,telefono,supervisor,director,sector,area,status,modalidad,jornada,plan
09-20-0086-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO PARTICULAR MIXTO PEDRO MOLINA,2A CALLE 3-60 ZONA 1 BARRIO LA BATALLA,77751242,MANFIELD FRANCISCO CASTAÑON DE LEON,JULIA PATRICIA HERNÁNDEZ VALDEZ DE BOITON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0087-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,9A. AVENIDA 1-34 ZONA 1,77755176,MANFIELD FRANCISCO CASTAÑON DE LEON,BILMA LOIDY LÓPEZ MONZÓN DE ARAGÓN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-20-0088-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,9A. AVENIDA 1-34 ZONA 1,77755176,MANFIELD FRANCISCO CASTAÑON DE LEON,BILMA LOIDY LÓPEZ MONZÓN DE ARAGÓN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0093-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNICO ASTURIAS,3A. AVENIDA 7-06 ZONA 6,42295664,LUZ LORENY JÁREZ CIFUENTES,CRISTIAN ROBERTO DE LEÓN FUENTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0094-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNICO ASTURIAS (POR MADUREZ),3A. AVENIDA 7-06 ZONA 6,42295664,LUZ LORENY JÁREZ CIFUENTES,CRISTIAN ROBERTO DE LEÓN FUENTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0098-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNICO ASTURIAS,3A. AVENIDA 7-06 ZONA 6,42295664,LUZ LORENY JÁREZ CIFUENTES,CRISTIAN ROBERTO DE LEÓN FUENTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0101-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO MIXTO DE CIENCIAS APRENDIZAJE Y TECNOLOGIA ICAT,2DA. AVENIDA 3-01 ZONA 1 BARRIO LA BATALLA,55954841,MANFIELD FRANCISCO CASTAÑON DE LEON,LUCÍA BEATRÍZ ANGEL RUÍZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0102-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNICO PRIVADO MARIANO GALVEZ,1ERA. AVENIDA 11 CALLE 1-05 ZONA 3 BARRIO SAN FRANCISCO,77757007,MANFIELD FRANCISCO CASTAÑON DE LEON,EDUARDO CRUZ MANRIQUE SOFOIFA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-20-0104-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PARTICULAR MIXTO PEDRO MOLINA,2DA. CALLE 3-60 ZONA 1 BARRIO LA BATALLA,77751242,LUZ LORENY JÁREZ CIFUENTES,JULIA PATRICIA HERNÁNDEZ VALDEZ DE BOITON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0109-46,09-031,QUETZALTENANGO,COATEPEQUE,CENTRO EDUCATIVO LICEO INTEGRAL KAIROS,ALDEA SAN VICENTE PACAYÁ,40772475,YOMAR EFRAIN FLORES BARBERENA,ZOILA MARIBEL OXLAJ ZÚÑIGA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0110-46,09-031,QUETZALTENANGO,COATEPEQUE,CENTRO EDUCATIVO LICEO INTEGRAL KAIROS,ALDEA SAN VICENTE PACAYÁ,40772475,YOMAR EFRAIN FLORES BARBERENA,ZOILA MARIBEL OXLAJ ZÚÑIGA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0116-46,09-012,QUETZALTENANGO,COATEPEQUE,CENTRO DE EDUCACION EXTRAESCOLAR CEEX-COATEPEQUE,BARRIO AURORA ZONA 8,43630967,JUAN JOSE COLOP COLOP,ZOILA MAGDALENA MONZÓN CHIQUÍN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0119-46,09-030,QUETZALTENANGO,COATEPEQUE,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADO,ALDEA LAS PALMAS,42273805,DAVID FEDERICO CIFUENTES HURTADO,ASTRID AMANDA GARCÍA VELÁSQUEZ DE SALDAÑA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-0121-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO EDUCATIVO PRIVADO DEL SUR,6TA CALLE 8-337 ZONA 1,55147265,MANFIELD FRANCISCO CASTAÑON DE LEON,FLORIDALMA GONZÁLEZ PÉREZ DE VILLAGRAN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0126-46,09-012,QUETZALTENANGO,COATEPEQUE,CEEX-COATEPEQUE,3RA AVENIDA 5-00 BARRIO SAN FRANCISCO,34988123,JUAN JOSE COLOP COLOP,MARTA VIRGINIA BARRIOS SÁNCHEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0652-46,09-032,QUETZALTENANGO,COATEPEQUE,ESCUELA NACIONAL DE CIENCIAS COMERCIALES,7A. CALLE 1-42 ZONA 6 COLONIA MIGUEL ANGEL ASTURIAS,77755326,LUZ LORENY JÁREZ CIFUENTES,CARLOS WELMAN JUAREZ OROZCO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0653-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'HUMANIDADES',2A CALLE 6-33 ZONA 1,77755312,LUZ LORENY JÁREZ CIFUENTES,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0654-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE 'COATEPEQUE',9 AVE 1-34 ZONA 1 COLONIA SANTA ELENA BARRIO LA ESPERANZA.,77755176,MANFIELD FRANCISCO CASTAÑON DE LEON,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-0655-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO RAFAEL AREVALO MARTINEZ,3A AVE 10-59 ZONA 4 BARRIO COLOMBITA,77756123,LUZ LORENY JÁREZ CIFUENTES,ELOISA MARGOT SILVA SIGNOR DE LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-0656-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO MIXTO 'RAFAEL AREVALO MARTINEZ',3A AVE 10-59 ZONA 4 BARRIO COLOMBITA,77756123 FAX 77756124,LUZ LORENY JÁREZ CIFUENTES,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0657-46,,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'RAFAEL AREVALO MARTINEZ',3A AVE 0 CALLE ZONA 3,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
09-20-0659-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PARTICULAR MIXTO PEDRO MOLINA,2A CALLE 3-60 ZONA 1 BARRIO LA BATALLA,77751242,LUZ LORENY JÁREZ CIFUENTES,JULIA PATRICIA HERNÁNDEZ VALDEZ DE BOITON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0660-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PARTICULAR MIXTO PEDRO MOLINA,2A CALLE 3-60 ZONA 1 BARRIO LA BATALLA,77751242,LUZ LORENY JÁREZ CIFUENTES,JULIA PATRICIA HERNÁNDEZ VALDEZ DE BOITON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-0661-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PARTICULAR MIXTO PEDRO MOLINA,2A CALLE 3-60 ZONA 1 BARRIO LA BATALLA,77751242,LUZ LORENY JÁREZ CIFUENTES,JULIA PATRICIA HERNÁNDEZ VALDEZ DE BOITON,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
09-20-0664-46,,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTROAMERICANO',2A CALLE 6-33 ZONA 1,,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
09-20-0665-46,09-032,QUETZALTENANGO,COATEPEQUE,LICEO COATEPEQUE,6A AVENIDA FINAL 8-142 ZONA 1,77751054,LUZ LORENY JÁREZ CIFUENTES,JUAN SALVADOR LEMUS SALAZAR,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-0820-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO MIXTO EVANGELICO JERUSALEM,3A. CALLE 10-40 ZONA 1 COLONIA SANTA ELENA,77756467,MANFIELD FRANCISCO CASTAÑON DE LEON,EVELIN CAROLINA SANTIAGO GÓMEZ DE DIMAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0824-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNOLOGICO PRIVADO DE COATEPEQUE,9A. AV. 1-34 ZONA 1 COLONIA SANTA ELENA BARRIO LA ESPERANZA,77755176,MANFIELD FRANCISCO CASTAÑON DE LEON,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-0870-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ COATEPEQUE,7A. CALLE 8-68 ZONA 1,77752690,MANFIELD FRANCISCO CASTAÑON DE LEON,JULIO CÉSAR AVALOS VÁSQUEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-0890-46,,QUETZALTENANGO,COATEPEQUE,COLEGIO MARIA AUXILIADORA,8A. CALLE 1-23 ZONA 1 BARRIO LA INDEPENDENCIA,77751295,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-1000-46,09-031,QUETZALTENANGO,COATEPEQUE,COLEGIO MIXTO EVANGELICO JERUSALEM,3A. CALLE 10-40 ZONA 1 COLONIA SANTA ELENA,77756467,YOMAR EFRAIN FLORES BARBERENA,EVELIN CAROLINA SANTIAGO GÓMEZ DE DIMAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
09-20-1069-46,09-028,QUETZALTENANGO,COATEPEQUE,CIENTIFICO DE ESTUDIOS EN COMPUTACION,1A. AVENIDA 2-60 ZONA 1 BARRIO LA BATALLA,77751911,MANFIELD FRANCISCO CASTAÑON DE LEON,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-3020-46,09-032,QUETZALTENANGO,COATEPEQUE,COLEGIO BILINGUE EL VALLE,4 CALLE 5-34 ZONA 1,77757007,LUZ LORENY JÁREZ CIFUENTES,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-3029-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNICO PRIVADO MARIANO GALVEZ,11A. CALLE 1-05 ZONA 3 BARRIO SAN FRANCISCO,77757007,MANFIELD FRANCISCO CASTAÑON DE LEON,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-3047-46,,QUETZALTENANGO,COATEPEQUE,COLEGIO MIXTO PANAMERICANO,5A. AVE. 8-09 ZONA 2 LOTIFICACION LAS CONCHITAS,77754619,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-3052-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO RAFAEL AREVALO MARTINEZ,3A. AVENIDA 10-59 ZONA 4 BARRIO COLOMBITA,77756123,LUZ LORENY JÁREZ CIFUENTES,ELOISA MARGOT SILVA SIGNOR DE LEMUS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-20-3055-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO MIXTO COMERCIAL 'COATEPEQUE',0A. 6 CALLE ZONA 1,77753223,LUZ LORENY JÁREZ CIFUENTES,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-3189-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,3AV. FINAL BARRIO COLOMBITA ZONA 4,77756001,LUZ LORENY JÁREZ CIFUENTES,JOSÉ DOMINGO HERRARTE VÉLIZ,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-3242-46,,QUETZALTENANGO,COATEPEQUE,INSTITUTO TECNICO AGRICOLA COATEPEQUE,KM 225.5 CARRETERA DEL PACIFICO LA UNION,77751351,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-20-3301-46,,QUETZALTENANGO,COATEPEQUE,COLEGIO PARTICULAR MIXTO SANTIAGO,10A. CALLE Y 4AV. ESQUINA ZONA 4,77757536,,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
09-20-3601-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO EVANGELICO GETSEMANI,11AV. 6-27 ZONA 1 BARRIO LAS CASAS,77751839,MANFIELD FRANCISCO CASTAÑON DE LEON,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-20-3605-46,09-032,QUETZALTENANGO,COATEPEQUE,COLEGIO MARIA AUXILIADORA,8A. CALLE 1-23 ZONA 1 BO. INDEPENDENCIA,77751295,LUZ LORENY JÁREZ CIFUENTES,LINDSAY ROCIO FERNANDEZ,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-20-3645-46,09-032,QUETZALTENANGO,COATEPEQUE,COLEGIO PARTICULAR MIXTO ADOLFO MENDEZ ZEPEDA,2AV. 1-24 ZONA 1 BARRIO LA BATALLA,77752490,LUZ LORENY JÁREZ CIFUENTES,,PRIVADO,URBANA,TEMPORAL TITULOS,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-20-3656-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO PRIVADO URBANO MIXTO CIENTIFICO DE ESTUDIOS EN COMPUTACION,1A. AVENIDA 2-60 ZONA 1 BARRIO LA BATALLA,77751589,MANFIELD FRANCISCO CASTAÑON DE LEON,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-3662-46,09-032,QUETZALTENANGO,COATEPEQUE,COLEGIO PRIVADO MIXTO SAN LUIS,2A. CALLE 6-33 ZONA 1,77755312,LUZ LORENY JÁREZ CIFUENTES,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-3694-46,09-028,QUETZALTENANGO,COATEPEQUE,COLEGIO MIXTO EVANGELICO JERUSALEM,3A. CALLE 10-40 ZONA 1 COLONIA SANTA ELENA,77756467,MANFIELD FRANCISCO CASTAÑON DE LEON,EVELIN CAROLINA SANTIAGO GÓMEZ DE DIMAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-20-3723-46,09-028,QUETZALTENANGO,COATEPEQUE,INSTITUTO PRIVADO MIXTO INTEGRAL DE COATEPEQUE,9A. AVENIDA 8-05 ZONA 1 BARRIO LAS CASAS,77752602,MANFIELD FRANCISCO CASTAÑON DE LEON,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-20-3796-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO DE COMPUTACION INFORMATICA,13 AVENIDA 6-188 ZONA 2 RESIDENCIALES LA CEIBA,77751048,LUZ LORENY JÁREZ CIFUENTES,,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-20-4055-46,09-032,QUETZALTENANGO,COATEPEQUE,INSTITUTO DE COMPUTACION INFORMATICA,13 AVENIDA 6-188 ZONA 2 RESIDENCIALES LA CEIBA,77751048,LUZ LORENY JÁREZ CIFUENTES,ARIEL ROLANDO LÓPEZ MOLINA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-21-0037-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,GENOVA COSTA CUCA,41500050,ELSY GREES LOPEZ GOMEZ,ESDRAS NEHEMÍAS PÉREZ ESCOBAR,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-21-0050-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,COLEGIO TECNICO PRIVADO MIXTO EL SHADDAI,GENOVA CENTRO,56934212,ELSY GREES LOPEZ GOMEZ,ERIC OMAR CARRILLO CÓRDOVA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-21-0053-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,COLEGIO TECNICO PRIVADO MIXTO EL SHADDAI,BARRIO 30 DE JUNIO,56934212,ELSY GREES LOPEZ GOMEZ,ERIC OMAR CARRILLO CÓRDOVA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-21-0056-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,COLEGIO TECNICO PRIVADO MIXTO LUZ Y VIDA,ALDEA SAN MIGUELITO,56934212,ELSY GREES LOPEZ GOMEZ,MARÍA DEL ROSARIO CARRILLO CÓRDOVA DE AVILA,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-21-0057-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,COLEGIO TECNICO PRIVADO MIXTO LUZ Y VIDA,ALDEA SAN MIGUELITO GENOVA COSTA CUCA,56934212,ELSY GREES LOPEZ GOMEZ,MARÍA DEL ROSARIO CARRILLO CÓRDOVA DE AVILA,PRIVADO,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR)
09-21-0062-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,COLEGIO TECNICO PRIVADO MIXTO EL SHADDAI,CENTRO DE GÉNOVA,56934212,ELSY GREES LOPEZ GOMEZ,ERIC OMAR CARRILLO CÓRDOVA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-21-0067-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,COLEGIO TECNICO PRIVADO MIXTO EL SHADDAI,BARRIO 30 DE JUNIO,56934212,ELSY GREES LOPEZ GOMEZ,MARÍA ISABEL AZ MORALES DE CARRILLO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-21-0069-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,INSTITUTO DE EDUCACION DIVERSIFICADO POR COOPERATIVA SAN JOSE,BARRIO SAN JOSÉ,36478120,ELSY GREES LOPEZ GOMEZ,EDILMA AZUCENA LORENZO PÉREZ,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-21-3708-46,09-042,QUETZALTENANGO,GENOVA COSTA CUCA,COLEGIO PRIVADO MIXTO LICEO FLORENSE,3A. AVENIDA 6-53 ZONA 1,41505143,ELSY GREES LOPEZ GOMEZ,IMELDA CONCEPCION SANTIZO ARGUETA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-22-0016-46,09-034,QUETZALTENANGO,FLORES COSTA CUCA,LICEO TECNICO VOCACIONAL,EL CENTRO DE FLORES,52731701,ANA MARGARITA LLARENA GARCÍA,EDITH ROSARIO GIRÓN GUZMÁN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-22-0017-46,09-034,QUETZALTENANGO,FLORES COSTA CUCA,LICEO TECNICO VOCACIONAL,EL CENTRO DE FLORES,77222010,ANA MARGARITA LLARENA GARCÍA,JOSE BALDEMAR ESCOBAR FUENTES,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-22-0020-46,09-034,QUETZALTENANGO,FLORES COSTA CUCA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,ENTRADA PRINCIPAL DE FLORES COSTA CUCA,42721722,ANA MARGARITA LLARENA GARCÍA,RINA ARACELY PÉREZ AGUILAR,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-22-0025-46,09-034,QUETZALTENANGO,FLORES COSTA CUCA,INSTITUTO PRIVADO MIXTO PROFESIONAL EDUCACION DEL FUTURO IPEF,CENTRO URBANO,55680598,ANA MARGARITA LLARENA GARCÍA,SERGIO MODESTO BATEN Y BATEN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-22-0026-46,09-034,QUETZALTENANGO,FLORES COSTA CUCA,INSTITUTO PRIVADO MIXTO PROFESIONAL EDUCACION DEL FUTURO IPEF,CENTRO URBANO,55680598,ANA MARGARITA LLARENA GARCÍA,SERGIO MODESTO BATEN Y BATEN,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA
09-22-0027-46,09-034,QUETZALTENANGO,FLORES COSTA CUCA,COLEGIO CRISTIANO JIREH,CENTRO URBANO,44891901,ANA MARGARITA LLARENA GARCÍA,JUAN CARLOS LUIS MIRANDA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-22-0714-46,09-034,QUETZALTENANGO,FLORES COSTA CUCA,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA PROF. ELISEO LOPEZ MERIDA,FLORES COSTA CUCA,,ANA MARGARITA LLARENA GARCÍA,,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-23-0001-46,09-020,QUETZALTENANGO,LA ESPERANZA,COLEGIO PRIVADO MIXTO ISAAC NEWTON,2A. CALLE 2-85 ZONA 3,77721231,JORGE MARIO ROJAS FERNANDEZ,FABIO PATRICIO MAZARIEGOS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-23-0008-46,09-020,QUETZALTENANGO,LA ESPERANZA,COLEGIO PREUNIVERSITARIO DE CIENCIAS Y TECNOLOGIA MODERNA,7A. AVENIDA A 2B-11 ZONA 1,77720892,JORGE MARIO ROJAS FERNANDEZ,MANRIQUE OTONIEL DIAZ RIVAS,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
09-23-0012-46,09-020,QUETZALTENANGO,LA ESPERANZA,COLEGIO PRIVADO MIXTO ISAAC NEWTON,2DA. CALLE 2-85 ZONA 3,77721231,JORGE MARIO ROJAS FERNANDEZ,FABIO PATRICIO MAZARIEGOS OCHOA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,SABATINO
09-23-0024-46,09-020,QUETZALTENANGO,LA ESPERANZA,COLEGIO HIGHLAND QUETZALTENANGO,1A. CALLE 5-64 ZONA 1,77721279,JORGE MARIO ROJAS FERNANDEZ,MILNA LISBETH VILLATORO BARRIOS DE ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-23-0025-46,09-020,QUETZALTENANGO,LA ESPERANZA,COLEGIO HIGHLAND QUETZALTENANGO,1A. CALLE 5-64 ZONA 1,77721279,JORGE MARIO ROJAS FERNANDEZ,MILNA LISBETH VILLATORO BARRIOS DE ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR)
09-23-0027-46,09-020,QUETZALTENANGO,LA ESPERANZA,CENTRO DE ESTUDIOS DIVERSIFICADOS CED-QUETZALTENANGO,9A. AVENIDA PARAJE LOS ALISOS Y SAUCES ZONA 1,54145113,JORGE MARIO ROJAS FERNANDEZ,LEONIDAS ERNESTO GONZÁLEZ CASTRO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-23-0032-46,09-020,QUETZALTENANGO,LA ESPERANZA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,3A AVENIDA 1-30 ZONA 3,56175661,JORGE MARIO ROJAS FERNANDEZ,RENÉ FERNANDO HERNÁNDEZ GONZÁLEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA
09-23-0033-46,09-020,QUETZALTENANGO,LA ESPERANZA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA (POR MADUREZ),3A AVENIDA 1-30 ZONA 3,56175661,JORGE MARIO ROJAS FERNANDEZ,RENÉ FERNANDO HERNÁNDEZ GONZÁLEZ,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA
09-23-0035-46,09-020,QUETZALTENANGO,LA ESPERANZA,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,5TA CALLE 1-20 ZONA 2,54226528,JORGE MARIO ROJAS FERNANDEZ,SANDRA ELIZABETH GÓMEZ LOAYES DE ROSALES,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
09-23-0036-46,09-020,QUETZALTENANGO,LA ESPERANZA,COLEGIO HIGHLAND QUETZALTENANGO,1A. CALLE 5-64 ZONA 1,54827205,JORGE MARIO ROJAS FERNANDEZ,MILNA LISBETH VILLATORO BARRIOS DE ESTRADA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
